电影ID,电影名,海报路径,星级,评论
36171172,大都市的爱情法,电影海报\36171172_大都市的爱情法.jpg,3,说了很多，又好像什么都没说
36171172,大都市的爱情法,电影海报\36171172_大都市的爱情法.jpg,1,“女性和南通都是被压迫者”这种思想仅限（同理心过剩但是智商欠费的）女性创作者。把女性困境和南通困境摆一起，就像在同时讨论肠癌晚期和痔疮都很惨一样，过于搞笑了
36171172,大都市的爱情法,电影海报\36171172_大都市的爱情法.jpg,1,要是没看过剧版和小说，观感可能会略好一些，但在看过前两者中任何一版的前提下，对影版的处理就只会剩下愤怒了。这不是Gay和直女之间的友谊，这只不过是给最老套的“友情以上，爱情未满”故事贴了张LGBTQ+标签，两人之间的相处完全是一种直男直女间的暧昧，并不是Gay（绝大绝大部分情况下都应该是0，而不可能是电影里的1）与直女之间的亲密无间。片中刻意出现的彩虹旗并不能彰显导演的平权意识，反而是一种偷懒的符号化处理。2024年还把“向陌生人出柜”作为同志直面自我的标志动作，只能表明导演对时下同志群体的状态一无所知。本片理论上应当是一部关注性少数群体的先锋之作，然而俯拾皆是的刻板印象，无一不流露出创作者对Gay以及与Gay成为好友的女性的一无所知。请去看剧版，请去看剧版，请去看剧版！！！
36171172,大都市的爱情法,电影海报\36171172_大都市的爱情法.jpg,2,将rom-com常见套路用同性元素来反套路做得不错，但也不是什么新东西了，剩下的都是非常韩剧的美学质感
36171172,大都市的爱情法,电影海报\36171172_大都市的爱情法.jpg,4,拿子宫模型狠狠砸变态的头很带劲！但是真的没必要安排一个结婚情节的
36171172,大都市的爱情法,电影海报\36171172_大都市的爱情法.jpg,3,并没有太多真正新鲜的东西，不过是Will & Grace的一次东亚移植。能感觉得出来剧本改编的过程中，为兼顾原著情节而导致的诸多稀碎和跳跃，藏在直弯情谊背后的阶级差异/父权制批判/理想与现实博弈之类的话题，最终也只是浮光掠影的几笔注脚。但是金高银的表演很棒！
1418019,大闹天宫,电影海报\1418019_大闹天宫.jpg,5,国产动画的巅峰
1418019,大闹天宫,电影海报\1418019_大闹天宫.jpg,5,国产动画顶峰作品
1418019,大闹天宫,电影海报\1418019_大闹天宫.jpg,4,记忆。
1418019,大闹天宫,电影海报\1418019_大闹天宫.jpg,5,中国动画=大闹天空，虽然对很多动画来说这样很不公平，但是，你能找出其他这么有代表性的佳作？
1418019,大闹天宫,电影海报\1418019_大闹天宫.jpg,5,堪比业界史上的两弹一星，这个猴子是我们国产动画片的骄傲，但到了今天依然得指望着它说事儿～
1418019,大闹天宫,电影海报\1418019_大闹天宫.jpg,4,永远的经典
1418019,大闹天宫,电影海报\1418019_大闹天宫.jpg,4,要看就看影迷修复版，那是最好的版本。比官方的所谓40周年纪念版都好。玉帝的下巴上非常明显的有颗痣我会到处乱说吗？
1418019,大闹天宫,电影海报\1418019_大闹天宫.jpg,5,经典之作，历久弥新
1418019,大闹天宫,电影海报\1418019_大闹天宫.jpg,5,【大闹天宫】以前的中国动画是实打实的在世界上有影响的，我们国家自己的美学，自己的文化，为什么不利用起来呢？我相信不会比别人的差。最后孙悟空打碎代表强权的天庭的牌匾，扬起了齐天大圣的名号，与孩儿们共享欢乐。如此勇敢善良、不畏强权的美猴王，也难怪会成为后来无数国人心中的英雄。
1418019,大闹天宫,电影海报\1418019_大闹天宫.jpg,5,骨灰级开拓者
1418019,大闹天宫,电影海报\1418019_大闹天宫.jpg,5,国产经典动画，小时候很多贴纸都是这个，孙大圣是很多小孩子心里的英雄。
1418019,大闹天宫,电影海报\1418019_大闹天宫.jpg,5,“怎么能抵的过我这一锤——呀~”
1418019,大闹天宫,电影海报\1418019_大闹天宫.jpg,5,中国动画难以逾越的一部
1418019,大闹天宫,电影海报\1418019_大闹天宫.jpg,5,没有阉割的猴子
1418019,大闹天宫,电影海报\1418019_大闹天宫.jpg,5,反抗，反抗，再反抗
36512371,大风杀,电影海报\36512371_大风杀.jpg,4,前半部封神，后半部封神2。
36512371,大风杀,电影海报\36512371_大风杀.jpg,2,"观此片，导演编剧给你一种大便干燥的困闷感，你不断的用力想要畅快的一泻千里，而它不急不慢只跟你调笑顽皮，它贼忙忙一次次冒完头又缩回去，你愤切切仍是决心不死。终于你憋红了脸，准备跟阿便做最后的死磕，热汗蒸腾起白烟、血脉贲张、气血上涌，青筋暴起，旨在最后一搏发出全力！
… …
垂头丧气的你挪出卫生间，算了算了…再议…再议吧…"
36512371,大风杀,电影海报\36512371_大风杀.jpg,3,剧情有哪怕一点逻辑吗？来来回回拉扯，硬撑出来两个多小时。也就视效能夸夸，内容是一点也没有。这也能年度最佳，是没吃过好的吗？
36512371,大风杀,电影海报\36512371_大风杀.jpg,4,虽然在景观营造与视听格调上可以被划分为西部片，但在人物塑造上，本片可归属为一种新派硬汉电影。老派硬汉电影的人物形象是高大而坚硬的，是高仓健那样的孤胆壮汉，是周润发一样的帅气枪神，是施瓦辛格那样刀枪不入的筋肉魔鬼，而白客（或《老枪》祖峰）的魅力在于他的虚弱。弹尽粮绝，没有增援，队友惨死，每一次戏剧层面上的削弱，都将这个人物雕刻的更加坚毅，冷峻，不可征服，进而在一场天灾人祸中成为《佐罗》。而辛柏青的戏剧魅力直逼哈维尔巴登，表面上不在乎钱，不在乎命，但是他一直在强调规矩，思想觉悟，带有一种旧日大反派滑稽的天真，他其实最在乎尊严，坏人也要有尊严。然而集体主义的消亡是一种必然，去深圳也是一种必然，在警匪片的凶猛背后，导演在强调另一个事实：在时代的强风袭来之时，好人或者坏人，都如飞沙一般脆弱不堪。
36512371,大风杀,电影海报\36512371_大风杀.jpg,3,觉得北影节给这片最佳编剧真的挺搞笑的
36512371,大风杀,电影海报\36512371_大风杀.jpg,4,"一个不敢杀人的人点炸了一箱手榴弹
一个自以为老大的人最后只指挥自己
一群临时工没了信仰只认眼前的胡萝卜

剩一个说往前走别回头的人还困在回忆里"
36512371,大风杀,电影海报\36512371_大风杀.jpg,5,昆汀和姜文生了个孩子
36512371,大风杀,电影海报\36512371_大风杀.jpg,3,之前在北影节没看上这部，当时还挺遗憾，今天看完之后真就觉得又是一部被电影kol吹过头的电影。此前给我的信息大致就是视听和剧情很有姜文的风格，尺度很大很硬核。现在看完之后给我的感觉就是镜头拍得挺好，主角是悍匪+老兵的剧情设定和视听有一点姜文的感觉，但姜文的电影是完全的干脆利落和黑色幽默，这片子只有一点皮毛。特别是结尾那场室内打戏，太拖泥带水，配角里的各个角色几乎都有可发挥的空间，记忆点很够，但确实人物立体度也不够，正派人物总是有点蠢蠢又废物的感觉，郎月婷演的这个角色完全立不起来，既然心狠手辣有很多手段但为啥看起来这么软弱呢？甚至自己拿手榴弹引爆自杀，编剧真不会写女性啊，糟蹋了这片子为数不多的女性人物。还有一点就是沙尘暴的戏份真的会让人想起madmax啊，真的太想在大银幕再看一遍塞隆了。
36512371,大风杀,电影海报\36512371_大风杀.jpg,2,很难评。视听语言上很电影，但剧情完全没有任何逻辑，人物行动纯靠拍脑门。看到后期很不适
36512371,大风杀,电影海报\36512371_大风杀.jpg,2,有点像练了十年武功，召集天下门派，经过精密谋划，使出浑身解数，最后打死一只苍蝇。有点像学了十年厨师，寻访天下菜系，考证古代食谱，收集山珍海味，最后烧了一壶开水。
36512371,大风杀,电影海报\36512371_大风杀.jpg,3,男主一直很忙，但不知道在忙什么，干啥啥不成功，就是生存技能和幸运指数拉满。沙暴带走一波小弟，大嫂带走一波小弟，大哥自己还放弃抵抗，让男主捡了个大漏
36512371,大风杀,电影海报\36512371_大风杀.jpg,3,都当土匪了，还得按月发工资??
36512371,大风杀,电影海报\36512371_大风杀.jpg,4,"看完变成大嬷王……
好多cp啊……
好多主人和小狗，疯狗，笨狗，蠢狗……"
36512371,大风杀,电影海报\36512371_大风杀.jpg,3,把大哥骗出来，告诉他世道变了，大哥死心了，又回去了，太狠了
36512371,大风杀,电影海报\36512371_大风杀.jpg,5,大风来的那一刻真让人起一身鸡皮疙瘩，匪帮们死死伤伤挖的那点钱全吹飞了，帮派内斗的代价都化为泡影，道德崩塌带来的结果就是幻灭吗？实属难得的内地黑帮片，值得一个奖。
5045678,大鱼海棠,电影海报\5045678_大鱼海棠.jpg,4,前50分钟还是很好的，节奏也好故事也好，后面开始故事断节、碎片化，为了吸引观众注意力每隔几分钟就作妖，情感极其矫情中二，高潮戏拖沓，观赏性是有的但越来越降低。画面很好看，制作精良，伪3D没什么用还不如踏踏实实2D放效果好。三星半，给半颗星鼓励一下已经算是很不错的国产动画。
5045678,大鱼海棠,电影海报\5045678_大鱼海棠.jpg,3,画面和原声带9分，剧情和台词3分不能多。女主是个大作逼，男主是个神备胎，大鱼是个“卧槽，又把我捞出来！”本片又名《一个S级备胎的自我修养》，另外有尴尬癌的朋友建议不要去看了，我怕男女主说台词的时候你会病发而亡。
5045678,大鱼海棠,电影海报\5045678_大鱼海棠.jpg,3,画面美，音乐空灵。可惜对白幼稚，旁白鸡汤，若去掉所有对白旁白，只留下画面和音乐，可以五星。
5045678,大鱼海棠,电影海报\5045678_大鱼海棠.jpg,1,不好看，水产养殖的故事我可以打开中央7套看致富经
5045678,大鱼海棠,电影海报\5045678_大鱼海棠.jpg,3,金士杰老师很苦，本来已经是每年出产的至少五部国产片里唯一在撑起演技的人了，现在连国产动画都要他来拯救了！季冠霖这回是没收钱吗？当然也不觉得这片比大圣归来差，何至于一个被说成良心另一个就要被打倒在地……
5045678,大鱼海棠,电影海报\5045678_大鱼海棠.jpg,4,情节的确凌乱（看到爆料说是两位导演gay朋友在制作过程中分手了，我觉得一定有一个人很伤心，以至于里面有一种跳脱了剧情想要告诉另一个人的情绪），客观的讲，高于大圣归来
5045678,大鱼海棠,电影海报\5045678_大鱼海棠.jpg,3,“真正的忘记是不需要努力的…”
5045678,大鱼海棠,电影海报\5045678_大鱼海棠.jpg,3,虽然想给四星的，但是看到大家准备刷一波低分，我也就给了五星。没有想象那么好，没有评论的那么差，就像小马过河一样，不去看看就不知道，去看了和别人的也不会一样，希望继续加油！〈17.6.24改评分〉
5045678,大鱼海棠,电影海报\5045678_大鱼海棠.jpg,5,在中国电影人普遍不会讲故事的今天，《大鱼·海棠》做得已经够好了。虽然故事缺乏一些张力，但至少，让我们明白，中国的动画也可以做得很精致。
5045678,大鱼海棠,电影海报\5045678_大鱼海棠.jpg,2,后半段看得我尴尬症全犯了，对白台词一定是从电视剧扒下来的。“你对我就像哥哥一样好”，正在喝Watsons的我笑得水都喷出来了。美术、人设、拼搭乃至硬煽情都可圈点，我也很喜欢故事场景设定（对永定土楼之类中国风表现）。但电影生生被撕裂为奇幻与玛丽苏的两个世界，这感觉，很憋屈啊。
5045678,大鱼海棠,电影海报\5045678_大鱼海棠.jpg,2,好久没见过这么情智双低的女主角了，脑补鲲复生后的第一句台词：“我的小JJ呢？”椿：“阉了啊，谁让你是我的宠物……”。所谓画面“传统”，是从 上古到民国的各种乱炖。还记得《中华民谣》不？每一句都很“传统”，连起来不知道要说什么。
5045678,大鱼海棠,电影海报\5045678_大鱼海棠.jpg,3,故事有待改进 不过本来就是童话，不是吗。
5045678,大鱼海棠,电影海报\5045678_大鱼海棠.jpg,4,画面精美，特效满分！《大鱼》这首歌太好听了！
5045678,大鱼海棠,电影海报\5045678_大鱼海棠.jpg,3,毁誉参半，胜在故事蓝本特别中国，取材庄子诗经山海经，以及强大的后期营销能力。弱在中国动画和中国电影的硬伤，剧本和人设，前者不及宝莲灯后者满满的海尔兄弟即视感。台词现代感出戏，宏大场面胜过主题叙事，儿童视野构建成人世界，都是软肋，主题曲加分。2010-12-09 我想看这部电影
,大鱼海棠,,5,
1428581,天书奇谭,电影海报\1428581_天书奇谭.jpg,5,粉强大的声优阵容啊～
1428581,天书奇谭,电影海报\1428581_天书奇谭.jpg,5,令人奇怪的是，在当年那个人们思想观念比较禁锢的时代里，上美能创造出如此多卓越的作品，而在“自由”的今天，我们却很难再创造出如此富有民族特色的作品。或许这是市场经济的影响，但是我认为，更重要的原因还是因为我们丢了一些重要的东西
1428581,天书奇谭,电影海报\1428581_天书奇谭.jpg,0,最漂亮的小狐狸
1428581,天书奇谭,电影海报\1428581_天书奇谭.jpg,5,"“你是蛋生的，所以叫蛋生~”

蛋生的师傅好帅啊~~~~~~~~"
1428581,天书奇谭,电影海报\1428581_天书奇谭.jpg,5,中国的普罗米修斯盗取天书之后。211106，这次影院4k幕后有十几分钟花絮，原来这个本来是和BBC的合作，但BBC后来说最近穷，没给钱哈哈哈
1428581,天书奇谭,电影海报\1428581_天书奇谭.jpg,5,虐片。师父死的时候老子哭得肝肠寸断
1428581,天书奇谭,电影海报\1428581_天书奇谭.jpg,5,小时候看过很多遍的动画片，现在想起国产动画片依旧觉得是经典。故事性很强，人物特点鲜明，三个笨狐狸很逗趣，印象深刻。
1428581,天书奇谭,电影海报\1428581_天书奇谭.jpg,5,怎么说，1983年的动画放在今天，居然一个能打的都没有
1428581,天书奇谭,电影海报\1428581_天书奇谭.jpg,4,东方普罗米修斯
1428581,天书奇谭,电影海报\1428581_天书奇谭.jpg,5,可以打10星
1428581,天书奇谭,电影海报\1428581_天书奇谭.jpg,4,大愛兩個狐狸精盜取天書成功的那段舞蹈
1428581,天书奇谭,电影海报\1428581_天书奇谭.jpg,0,2021.11.6大银幕4K修复版，包场，23。狐狸母女进宫后看睡着，上个世纪左翼电影把清白的良心还给了底层，一百年不到，国产影视剧又把心机和穷人、天真和富人进行了链接，穷人也许更容易败坏，但一定是富人先堕落的，
,天书奇谭,,4,
,天书奇谭,,5,
1428581,天书奇谭,电影海报\1428581_天书奇谭.jpg,4,刚看的。天书中性论，既能用作好事也能用作坏事，袁公秉承现代普罗米修斯观，认为还是要传给人类，但这也可能是玛丽·雪莱的弗兰肯斯坦式结局，蛋生过于天真的禀赋使他无法独自克服三位狐狸精的诡计和暴力，而袁公在被抓上天庭后，将不再存在机械降神，也就是说，蛋生将面临存在主义之后的荒诞处境，等待戈多不再归来，而他心头词典里的天书将如何传给后人却不遭恶用，这将是永远无法解决的难题。当然，如果我小时候看的话就不会说这堆东西了~
37061193,天启Z：完结的起点,电影海报\37061193_天启Z：完结的起点.jpg,3,删掉前妻，猫咪，老太太这几个没啥用的戏份可以缩短至90分钟
37061193,天启Z：完结的起点,电影海报\37061193_天启Z：完结的起点.jpg,3,男主长得还算帅吧。全程担心猫猫的安全。
37061193,天启Z：完结的起点,电影海报\37061193_天启Z：完结的起点.jpg,4,不降智啊，就是男主过于全能。猫奴必看，安心，猫儿全程安全。
37061193,天启Z：完结的起点,电影海报\37061193_天启Z：完结的起点.jpg,5,近几年味道很纯正的一部丧尸片，很符合丧尸片粉丝的胃口，虽没有新颖、惊艳，但7~8分是有的。
37061193,天启Z：完结的起点,电影海报\37061193_天启Z：完结的起点.jpg,3,开局一只猫。
37061193,天启Z：完结的起点,电影海报\37061193_天启Z：完结的起点.jpg,3,2024年看到西班牙能拍出对标釜山行的纯一本正经飞奔丧尸的故事还是很感动的，这绝对不是烂片，有高潮有温情时刻也有反转，只要不在行尸世界里面谈人性和白左咱们都是好朋友，这两年被行尸走肉美剧恶心到造成严重对这个题材不感兴趣，男主猫奴就猫奴吧，只要你不叨叨谈人性，就是好男主。
37061193,天启Z：完结的起点,电影海报\37061193_天启Z：完结的起点.jpg,3,丧尸片里中规中矩，尺度不大，比较温和，几个末世镜头还可以。
37061193,天启Z：完结的起点,电影海报\37061193_天启Z：完结的起点.jpg,3,猪脚开了金手指了
37061193,天启Z：完结的起点,电影海报\37061193_天启Z：完结的起点.jpg,1,冗长无趣，网大质感的AI元素大拼贴，节奏太慢，群像降智，时长太长，砍掉半小时还能多给一星
37061193,天启Z：完结的起点,电影海报\37061193_天启Z：完结的起点.jpg,3,虽然故事没讲完，但我觉得这个普通人的设定比别的片里还是稍微接地气一些。24/10/31 哦对，还有丧尸这个行动敏捷的设定，我觉得要更新一下版本了，个人还是认为行动迟缓更“写实”一点。
37061193,天启Z：完结的起点,电影海报\37061193_天启Z：完结的起点.jpg,2,丧尸疫情，结尾坐飞机想去小岛，结果却是绝望。估计去小岛就像死亡岛一样的剧情
37061193,天启Z：完结的起点,电影海报\37061193_天启Z：完结的起点.jpg,3,开始以为是一人一猫版 我是传奇，后来开始专注于打丧尸。
37061193,天启Z：完结的起点,电影海报\37061193_天启Z：完结的起点.jpg,3,"不知道为啥我下载的版本居然是英文版 看的我有点不适应...
故事整体不算出众  甚至有点拖沓  男主的形象太光辉了 在那种情况下 那么的悲悯的不真实"
37061193,天启Z：完结的起点,电影海报\37061193_天启Z：完结的起点.jpg,3,太正常了以至于有点不正常
37061193,天启Z：完结的起点,电影海报\37061193_天启Z：完结的起点.jpg,1,谁看谁瞎耽误工夫  正常人搜集装备应该会搜集枪支弹药药品吧  男主开头光找吃的喝的了  欧洲家家都有枪吧  路过军事检查站也得搜集点枪支弹药啊 全场一个破与叉子  还一发  打出去还得找回来  拿开水消毒    编剧导演没一点生存常识么  呸  为了陪丧尸追逐打闹  故意的哈
3281206,天国遥遥,电影海报\3281206_天国遥遥.jpg,4,有感情分，但是美好的感觉是真切的。
3281206,天国遥遥,电影海报\3281206_天国遥遥.jpg,3,别等到差点快死了才想起要放过自己。当个一事无成的人也没关系，先活着。
3281206,天国遥遥,电影海报\3281206_天国遥遥.jpg,3,6/10。活着在尘世寻找人造天堂，民宿的年轻老板是幸福的，虽然拒绝叔叔提供更好的工作条件，但没有因女友的自杀被梦魇纠缠或活得暗淡，结局如我预想的俗套—回到既是故事起点又终点的大桥场景，倾诉完结，设置墙上的洞这个回应细节也流于平常，类似用社会创伤为内容的偶像剧，无外乎农家乐的寡淡叙事。 @2016-07-31 16:06:42
3281206,天国遥遥,电影海报\3281206_天国遥遥.jpg,4,舒服的套路与舒服的反套路
3281206,天国遥遥,电影海报\3281206_天国遥遥.jpg,5,京都府宮津市
3281206,天国遥遥,电影海报\3281206_天国遥遥.jpg,3,画面美如画
3281206,天国遥遥,电影海报\3281206_天国遥遥.jpg,5,有那么一个瞬间，我也想离开这个世界。
,天国遥遥,,4,
,天国遥遥,,5,
,天国遥遥,,5,
3281206,天国遥遥,电影海报\3281206_天国遥遥.jpg,5,不要被德井的俊朗所欺骗，那家伙，其实是个彻头彻尾的变态呀！
,天国遥遥,,5,
3281206,天国遥遥,电影海报\3281206_天国遥遥.jpg,4,淡淡的，绿绿的
3281206,天国遥遥,电影海报\3281206_天国遥遥.jpg,4,淡淡的，还不错，虽然女友自杀固守在原地的男主等来女主这样有些套路，但日式小清新风格和剧情发展的节奏把控很可以。
3281206,天国遥遥,电影海报\3281206_天国遥遥.jpg,4,温馨治愈的故事，被城市生活凌迟的人，在深山里体会慢下来的美好，获得新生的力量。结尾带着些许落寞，但想必他与她终究会在相见。
1291828,天堂电影院,电影海报\1291828_天堂电影院.jpg,3,对我而言本片配乐、剧情、演员什么都好，可就是缺了那么一点冲击力，套用安妮的话说：就好像期待着一场海啸，结果海水只拍上了岩石。
1291828,天堂电影院,电影海报\1291828_天堂电影院.jpg,5,出去闯荡吧，永远不要回来，不要打电话，不要写信。我不要在这里跟你谈话，我要听别人谈论你。。。
1291828,天堂电影院,电影海报\1291828_天堂电影院.jpg,5,生活和电影不一样，生活比电影难多了。
1291828,天堂电影院,电影海报\1291828_天堂电影院.jpg,5,如此美丽，如此悲伤。那些吻戏，那些青春，都在影院的黑暗里被泪水冲刷得无比清晰。
1291828,天堂电影院,电影海报\1291828_天堂电影院.jpg,3,和女主角的感情结尾部分相当拖沓，简直罪大恶极。
1291828,天堂电影院,电影海报\1291828_天堂电影院.jpg,5,几个亮点：电影院题材；缘分错过后重逢。都是很不容易的题材。恐怖电影，电影院里所有人都捂住了双眼，只有一个男人无所谓地瞪大双眼看，转过头去，楼上也有一个面无惧色的女人在对着他笑。一切停止在此时。
1291828,天堂电影院,电影海报\1291828_天堂电影院.jpg,5,《天堂电影院》是每个人的童年，每个人的家乡，每个人的初恋，是最后绵绵长长一直伴随到死，渗透到了血液里灵魂里的记忆和感觉。
1291828,天堂电影院,电影海报\1291828_天堂电影院.jpg,5,接吻镜头剪辑的那段最美
1291828,天堂电影院,电影海报\1291828_天堂电影院.jpg,5,电影院重映经典老电影这件事真让人幸福。
1291828,天堂电影院,电影海报\1291828_天堂电影院.jpg,5,#重看#人生太短电影太长，人生困苦电影梦幻，光影中延长的生命被凝固在胶片里，在胶片消亡的年代重温黑暗中飞舞的尘埃光束，聆听放映机嘎嘎作响，写给电影最美的情书；起初是望向新世界的窗，后来是收纳心事的驿站，最后是永恒的乡愁，十年后回望银幕上的沉醉的吻，时光赐我们青春与死亡。
1291828,天堂电影院,电影海报\1291828_天堂电影院.jpg,5,是的，一场伟大的失恋。
1291828,天堂电影院,电影海报\1291828_天堂电影院.jpg,4,回忆就是因为回不去才可爱，才可贵。错过多年以后let go的坦然有时比悲情的执着更能予脑海留香
1291828,天堂电影院,电影海报\1291828_天堂电影院.jpg,5,如果不走出去看看，就不会知道回来的意义。回忆的美好在于经历人生种种变数之后，想起那些简单纯粹的日子，那一滴划过上扬嘴角的泪珠。
1291828,天堂电影院,电影海报\1291828_天堂电影院.jpg,1,这部电影我挑战了三次都没办法完整看完，导致我又不能彻底地给它一个干净利落的差评，只能说有一小撮top类电影你不能抱着期待去看。这故事正常到我真的不觉得有什么意思可以把它放到大荧幕里面，考虑到时代变迁环境巨变的问题，现在看这种走出农村奔向城市争名逐利更是不合时宜难有同感，哪怕放到老一代的语境里面，你怎么断定活在小地方就必然不幸、走到罗马就会飞上枝头变凤凰，老心灵鸡汤了。还是那句话，小资阶级的忧伤，觉得自己是金子，应该到城里去发光，什么爱情友情亲情基情牺牲了都是必要的，呆在小地方就是埋没人才，跟幸福来敲门一样，都是检验阶层的好片，本身是不是好片就难说了。
1291828,天堂电影院,电影海报\1291828_天堂电影院.jpg,4,最打动我的不是最后的吻戏剪辑，是Alfredo移动放映机，投射电影到露天广场的那一幕。漆黑的夜空、硕大的屏幕、欢呼的人群凝聚成无限放大的影像魅力，传递给我一阵惊喜与感动。
30402296,天气之子,电影海报\30402296_天气之子.jpg,3,跟“你的名字”相比退步了，依然是画风绝美但讲故事能力为零的新海诚。太多逻辑硬伤、东拉西扯的剧情以及强行圆满的结局。“只要我们能恋爱、哪管洪水滔天”的世界观让我目瞪口呆~
30402296,天气之子,电影海报\30402296_天气之子.jpg,3,在我心里新海诚作品还是以文学性为代表，我不太接受它的商业片化。这部天气之子的模式化在君名之上更攀一层，讲述了一个并不是特别有趣的故事，同时将以往的内敛的文学性表达将至了新低。虽然一镜一帧还是那样的美，甚至更加美了，但它并没能衍生出更多令人动容的意象，能够触景生情才是最好的美。还是一样的细腻画面，还是一样的插入曲手法，但角色平板化，故事模式化，总不免感到一丝疲惫。不过这次可以明显看出更大胆的剪辑，途中甚至数次出现长达近10秒的黑屏，意在让人沉淀与回味。令我印象最深是第一次开枪时的桥段，表达把握得非常棒.再有就是双人坠落的那一镜，个人认为它是这部剧的核心高潮了，拍得也非常棒，只可惜有些戛然而止。因自己过高期待的落差而打下三星，对情感的挖掘和表达差了《秒五》太多太多，离别也沦为一个没有内核的形式躯
30402296,天气之子,电影海报\30402296_天气之子.jpg,2,带着很大的期待去看的，完全无法代入感情。怎么看就是一个离家出走的小孩在胡闹啊。首先离开家的原因也没有交代，男女主角之间的感情也很模糊，最后拿着一把枪乱来，不管是什么原因持枪就是不对吧，而理由只是“我要去找女主！”拜托，不要再自私的给大家添麻烦了…牺牲些什么交换超能力也是老梗了吧
30402296,天气之子,电影海报\30402296_天气之子.jpg,3,有人看麦田里的守望者写出了攻壳机动队SAC，有人写出了天气之子，人类真是丰富多彩。
30402296,天气之子,电影海报\30402296_天气之子.jpg,4,7分，画面和音乐还是没得挑。剧情部分似乎被吐槽很多，但我还挺喜欢的。一部特别中二与少年气的电影，甚至有点不懂事一般的不管不顾，这反倒是我最受用的地方。小栗旬的角色恰好就是男主的另一种对应，人嘛，有时候就是该疯一点，顾虑太多就越来越没劲了。当然，剧情确实还是有些没那么顺的地方，但是，有喜欢的部分就够了。
30402296,天气之子,电影海报\30402296_天气之子.jpg,2,有必要泼一下冷水：不是黑，作为期待已久的诚哥新作，很失望。整体结构完全比不上君名，剧情很迷很迷，一如既往精致的画面和比前作更好听的音乐都撑不起这个故事。男女主角的相遇、连接以及彼此之间的感情太过苍白，全靠男主令人厌倦的呐喊来刻意强调。此外，几乎所有的冲突都制造在和警察（剧中反派？）的对立上，显得莫名其妙甚至有点引人不快。看似更宏大的“世界系”设定，最终还是落在了小格局上。
30402296,天气之子,电影海报\30402296_天气之子.jpg,5,在日本刚刚从电影院出来。最后的结局处理太精彩了，音乐和画面完美融合，新海诚和RAD共同交上了一份远超完美的答卷！！
30402296,天气之子,电影海报\30402296_天气之子.jpg,4,190719涩谷东宝：“你知道，就算大雨让这座城市颠倒，我会给你怀抱。受不了看见放晴天来到。”
30402296,天气之子,电影海报\30402296_天气之子.jpg,5,三年前，新海诚终于让男女主相遇了。今天，他不仅让他们相遇了，还相认了，可以光明正大的he了。不知道下一部的男女主会不会结婚（偷笑）——看首映的同学
30402296,天气之子,电影海报\30402296_天气之子.jpg,4,这是一个混乱中立者的自白：世界本来就是疯狂的，那就让全球变暖吧，让东京淹没吧，让文明回到原来的状态吧；而我只要想你，见你，抱抱你。// 另外片中有彩蛋。
30402296,天气之子,电影海报\30402296_天气之子.jpg,3,写的是什么那是真的看不懂了 我对男主能从池袋跑到代代木是很服气的 他还是在山手线上跑的 蛮聪明的 毕竟不是东京人所以会迷路（本片我觉得最合情合理的地方
30402296,天气之子,电影海报\30402296_天气之子.jpg,3,真是有些看够了这种我不想我不想不想长大的戏码
30402296,天气之子,电影海报\30402296_天气之子.jpg,3,3.5。诚哥啊 这次文本真的太弱了……开场前EVA的贴片预告都让我虎躯一震 立民党的广告动画甚至让我热泪盈眶 到了正片 能让我感同身受的只有湿乎乎的东京和每天必经的街道。节奏形态一切都在意料之中 商业的模式化确实带来了不少便利 但我无法被预设好的感动吸引。认真看完所有人员名单才退场 凝聚了这么多人心血的作品 确实是精美的、安全的 值得收回成本。所以下次 来点大胆好玩的好不好……
30402296,天气之子,电影海报\30402296_天气之子.jpg,3,"遇见你之前，我的人生是阴天；
遇见你之后，我的人生变成了晴天。
比起晴空，我更需要你。
只要有你在，每一天都是晴天。"
30402296,天气之子,电影海报\30402296_天气之子.jpg,4,打2分的是认真的吗。我觉得比起前几作有很大突破。男主傻缺中二为了爱情宁愿全世界下雨，这种不完美和躁动才是青春期的完美体现，得知女主真实年龄之后不管身边的警察，为了去找女主连枪都使，这种无畏的不理性的自负的看似自私的举动难道不就是那个年纪的爱情吗？？这个世界是有很多乖乖娃，但是这不是这部作品想要表达的东西，没看懂的憋插嘴，敢于挑战不完美的角色和剧情才能证明监督的水准，没有逻辑就是最好的逻辑
1291583,天空之城,电影海报\1291583_天空之城.jpg,5,当年八国联军火烧圆明园也是这样一副景象吧，烧杀抢掠金银珠宝，却对更有文化意义的瑰宝大肆破坏。
1291583,天空之城,电影海报\1291583_天空之城.jpg,4,时隔十年重新看这部动画片，被海盗老婆婆那句“头发被剪掉了才是大事”感动得乱七八糟。对于一个女孩子来说，什么金钱散尽啊什么历经苦难啊都被这几个字淡淡抹掉，小小一句话简直就是箴言。
1291583,天空之城,电影海报\1291583_天空之城.jpg,4,配乐远比情节精彩，最后的老奶奶很温暖。
1291583,天空之城,电影海报\1291583_天空之城.jpg,3,剧情无甚佳，但天空之城的景象忘不掉，尤其是废墟中布满杂草的死掉机器人出现的时候
1291583,天空之城,电影海报\1291583_天空之城.jpg,5,还是觉得这是宫崎骏最好的一部——“我会像傻瓜那样去保护她”
